moteid,timestamp,temperature
1,2004-02-28 00:26:53,21.0
1,2004-02-28 00:27:24,21.0
1,2004-02-28 00:27:55,21.0
1,2004-02-28 00:28:26,21.0
1,2004-02-28 00:28:57,21.0
1,2004-02-28 00:29:28,21.0
1,2004-02-28 00:29:59,21.0
1,2004-02-28 00:30:30,21.0
1,2004-02-28 00:31:01,21.0
1,2004-02-28 00:31:32,21.0
1,2004-02-28 00:32:03,21.0
1,2004-02-28 00:32:34,21.0
1,2004-02-28 00:33:05,21.0
1,2004-02-28 00:33:36,21.0
1,2004-02-28 00:34:07,21.0
1,2004-02-28 00:34:38,21.0
1,2004-02-28 00:35:09,21.0
1,2004-02-28 00:35:40,21.0
1,2004-02-28 00:36:11,21.0
1,2004-02-28 00:36:42,21.0
1,2004-02-28 00:37:13,21.0
1,2004-02-28 00:37:44,21.0
1,2004-02-28 00:38:15,21.0
1,2004-02-28 00:38:46,21.0
1,2004-02-28 00:39:17,21.0
1,2004-02-28 00:39:48,21.0
1,2004-02-28 00:40:19,21.0
1,2004-02-28 00:40:50,21.0
1,2004-02-28 00:41:21,21.0
1,2004-02-28 00:41:52,21.0
1,2004-02-28 00:42:23,21.0
1,2004-02-28 00:42:54,21.0
1,2004-02-28 00:43:25,21.0
1,2004-02-28 00:43:56,21.0
1,2004-02-28 00:44:27,21.0
1,2004-02-28 00:44:58,21.0
1,2004-02-28 00:45:29,21.0
1,2004-02-28 00:46:00,21.0
1,2004-02-28 00:46:31,21.0
1,2004-02-28 00:47:02,21.0
1,2004-02-28 00:47:33,21.0
1,2004-02-28 00:48:04,21.0
1,2004-02-28 00:48:35,21.0
1,2004-02-28 00:49:06,21.0
1,2004-02-28 00:49:37,21.0
1,2004-02-28 00:50:08,21.0
1,2004-02-28 00:50:39,21.0
1,2004-02-28 00:51:10,21.0
1,2004-02-28 00:51:41,21.0
1,2004-02-28 00:52:12,21.0
1,2004-02-28 00:52:43,21.0
1,2004-02-28 00:53:14,21.0
1,2004-02-28 00:53:45,21.0
1,2004-02-28 00:54:16,21.0
1,2004-02-28 00:54:47,21.0
1,2004-02-28 00:55:18,21.0
1,2004-02-28 00:55:49,21.0
1,2004-02-28 00:56:20,21.0
1,2004-02-28 00:56:51,21.0
1,2004-02-28 00:57:22,21.0
1,2004-02-28 00:57:53,21.0
1,2004-02-28 00:58:24,21.0
1,2004-02-28 00:58:55,21.0
1,2004-02-28 00:59:26,21.0
1,2004-02-28 00:59:57,21.0
1,2004-02-28 01:00:28,21.0
1,2004-02-28 01:00:59,21.0
1,2004-02-28 01:01:30,21.0
1,2004-02-28 01:02:01,21.0
1,2004-02-28 01:02:32,21.0
1,2004-02-28 01:03:03,21.0
1,2004-02-28 01:03:34,21.0
1,2004-02-28 01:04:05,21.0
1,2004-02-28 01:04:36,21.0
1,2004-02-28 01:05:07,21.0
1,2004-02-28 01:05:38,21.0
1,2004-02-28 01:06:09,21.0
1,2004-02-28 01:06:40,21.0
1,2004-02-28 01:07:11,21.0
1,2004-02-28 01:07:42,21.0
1,2004-02-28 01:08:13,21.0
1,2004-02-28 01:08:44,21.0
1,2004-02-28 01:09:15,21.0
1,2004-02-28 01:09:46,21.0
1,2004-02-28 01:10:17,21.0
1,2004-02-28 01:10:48,21.0
1,2004-02-28 01:11:19,21.0
1,2004-02-28 01:11:50,21.0
1,2004-02-28 01:12:21,21.0
1,2004-02-28 01:12:52,21.0
1,2004-02-28 01:13:23,21.0
1,2004-02-28 01:13:54,21.0
1,2004-02-28 01:14:25,21.0
1,2004-02-28 01:14:56,21.0
1,2004-02-28 01:15:27,21.0
1,2004-02-28 01:15:58,21.0
1,2004-02-28 01:16:29,21.0
1,2004-02-28 01:17:00,21.0
2,2004-02-28 00:00:02,22.0
2,2004-02-28 00:00:33,22.16647383240062
2,2004-02-28 00:01:04,22.33179226538683
2,2004-02-28 00:01:35,22.494807918509046
2,2004-02-28 00:02:06,22.654389393592304
2,2004-02-28 00:02:37,22.80942912712225
2,2004-02-28 00:03:08,22.958851077208408
2,2004-02-28 00:03:39,23.10161819177394
2,2004-02-28 00:04:10,23.236739606139473
2,2004-02-28 00:04:41,23.36327752004667
2,2004-02-28 00:05:12,23.480353706392073
2,2004-02-28 00:05:43,23.587155606497884
2,2004-02-28 00:06:14,23.682941969615793
2,2004-02-28 00:06:45,23.767047997523406
2,2004-02-28 00:07:16,23.83888995850751
2,2004-02-28 00:07:47,23.897969238711173
2,2004-02-28 00:08:18,23.943875802726627
2,2004-02-28 00:08:49,23.976291039415912
2,2004-02-28 00:09:20,23.99498997320811
2,2004-02-28 00:09:51,23.99984282552575
2,2004-02-28 00:10:22,23.99081591550353
2,2004-02-28 00:10:53,23.967971893747873
2,2004-02-28 00:11:24,23.931469307515
2,2004-02-28 00:11:55,23.881561500325326
2,2004-02-28 00:12:26,23.818594853651362
2,2004-02-28 00:12:57,23.74300638288253
2,2004-02-28 00:13:28,23.65532070425192
2,2004-02-28 00:13:59,23.556146393775844
2,2004-02-28 00:14:30,23.44617176347665
2,2004-02-28 00:15:01,23.32616008420367
2,2004-02-28 00:15:32,23.196944288207913
2,2004-02-28 00:16:03,23.059421188236897
2,2004-02-28 00:16:34,22.914545253271623
2,2004-02-28 00:17:05,22.763321984104664
2,2004-02-28 00:17:36,22.606800934735713
2,2004-02-28 00:18:07,22.446068428019096
2,2004-02-28 00:18:38,22.282240016119733
2,2004-02-28 00:19:09,22.116452738105227
2,2004-02-28 00:19:40,21.949857228409662
2,2004-02-28 00:20:11,21.783609730939784
2,2004-02-28 00:20:42,21.61886407424903
2,2004-02-28 00:21:13,21.456763663475147
2,2004-02-28 00:21:44,21.29843354462076
2,2004-02-28 00:22:15,21.14497259625417
2,2004-02-28 00:22:46,20.997445902823312
2,2004-02-28 00:23:17,20.856877362515313
2,2004-02-28 00:23:48,20.724242580966298
2,2004-02-28 00:24:19,20.60046210014206
2,2004-02-28 00:24:50,20.486395009384143
2,2004-02-28 00:25:21,20.382832982963293
2,2004-02-28 00:25:52,20.29049478552232
2,2004-02-28 00:26:23,20.210021283542833
2,2004-02-28 00:26:54,20.141970997458476
2,2004-02-28 00:27:25,20.08681622528485
2,2004-02-28 00:27:56,20.044939764669806
2,2004-02-28 00:28:27,20.016632256114463
2,2004-02-28 00:28:58,20.002090165804145
2,2004-02-28 00:29:29,20.001414422049244
2,2004-02-28 00:30:00,20.014609714799693
2,2004-02-28 00:30:31,20.041584463094708
2,2004-02-28 00:31:02,20.082151450673724
2,2004-02-28 00:31:33,20.136029125337107
2,2004-02-28 00:32:04,20.20284355303854
2,2004-02-28 00:32:35,20.282131013146817
2,2004-02-28 00:33:06,20.37334121686484
2,2004-02-28 00:33:37,20.47584112646864
2,2004-02-28 00:34:08,20.588919348859218
2,2004-02-28 00:34:39,20.711791072934137
2,2004-02-28 00:35:10,20.843603516511383
2,2004-02-28 00:35:41,20.983441845001483
2,2004-02-28 00:36:12,21.130335520749846
2,2004-02-28 00:36:43,21.2832650389821
2,2004-02-28 00:37:14,21.44116900360215
2,2004-02-28 00:37:45,21.602951493733876
2,2004-02-28 00:38:16,21.76748966987954
2,2004-02-28 00:38:47,21.933641566904885
2,2004-02-28 00:39:18,22.100254019764346
2,2004-02-28 00:39:49,22.266170666958388
2,2004-02-28 00:40:20,22.43023997617563
2,2004-02-28 00:40:51,22.591323236418322
2,2004-02-28 00:41:22,22.74830246114244
2,2004-02-28 00:41:53,22.900088147561235
2,2004-02-28 00:42:24,23.04562683825936
2,2004-02-28 00:42:55,23.183908432636724
2,2004-02-28 00:43:26,23.313973197437576
2,2004-02-28 00:43:57,23.43491842770872
2,2004-02-28 00:44:28,23.545904711956965
2,2004-02-28 00:44:59,23.646161758023013
2,2004-02-28 00:45:30,23.734993739237613
2,2004-02-28 00:46:01,23.811784123755515
2,2004-02-28 00:46:32,23.875999953549478
2,2004-02-28 00:47:03,23.927195543366324
2,2004-02-28 00:47:34,23.965015573972746
2,2004-02-28 00:48:05,23.98919755822235
2,2004-02-28 00:48:36,23.999573662828443
2,2004-02-28 00:49:07,23.996071873198616
2,2004-02-28 00:49:38,23.978716493246765
2,2004-02-28 00:50:09,23.947627976713537
2,2004-02-28 00:50:40,23.903022091166
2,2004-02-28 00:51:11,23.84520842047868
2,2004-02-28 00:51:42,23.77458821618939
2,2004-02-28 00:52:13,23.691651612642396
2,2004-02-28 00:52:44,23.59697422524698
2,2004-02-28 00:53:15,23.491213155460933
2,2004-02-28 00:53:46,23.375102430226125
2,2004-02-28 00:54:17,23.249447907508383
2,2004-02-28 00:54:48,23.11512168329946
2,2004-02-28 00:55:19,22.973056038898775
2,2004-02-28 00:55:50,22.824236970483515
2,2004-02-28 00:56:21,22.669697345874525
2,2004-02-28 00:56:52,22.510509735993036
2,2004-02-28 00:57:23,22.347778970760867
2,2004-02-28 00:57:54,22.1826344711095
2,2004-02-28 00:58:25,22.016222410316974
2,2004-02-28 00:58:56,21.84969775907638
2,2004-02-28 00:59:27,21.684216269506567
2,2004-02-28 00:59:58,21.520926453739367
2,2004-02-28 01:00:29,21.360961612755453
2,2004-02-28 01:01:00,21.205431970792077
2,2004-02-28 01:01:31,21.055416969913235
2,2004-02-28 01:02:02,20.91195777822126
2,2004-02-28 01:02:33,20.776050063706023
2,2004-02-28 01:03:04,20.648637083884342
2,2004-02-28 01:03:35,20.530603139190408
2,2004-02-28 01:04:06,20.422767435553553
2,2004-02-28 01:04:37,20.325878398759603
2,2004-02-28 01:05:08,20.24060848005666
2,2004-02-28 01:05:39,20.16754948905658
2,2004-02-28 01:06:10,20.107208486323785
2,2004-02-28 01:06:41,20.060004264158643
2,2004-02-28 01:07:12,20.02626444000025
2,2004-02-28 01:07:43,20.00622318262164
2,2004-02-28 01:08:14,20.000019586898592
2,2004-02-28 01:08:45,20.007696708431876
2,2004-02-28 01:09:16,20.029201264723
2,2004-02-28 01:09:47,20.064384004977477
2,2004-02-28 01:10:18,20.113000745969032
2,2004-02-28 01:10:49,20.17471406677533
2,2004-02-28 01:11:20,20.249095650623143
2,2004-02-28 01:11:51,20.33562925758947
2,2004-02-28 01:12:22,20.43371430752682
2,2004-02-28 01:12:53,20.54267004834566
2,2004-02-28 01:13:24,20.66174028072431
2,2004-02-28 01:13:55,20.790098606454826
2,2004-02-28 01:14:26,20.92685416399913
2,2004-02-28 01:14:57,21.071057811448092
2,2004-02-28 01:15:28,21.221708713971303
2,2004-02-28 01:15:59,21.377761290037746
2,2004-02-28 01:16:30,21.538132468197663
2,2004-02-28 01:17:01,21.70170920406046
3,2004-02-28 00:00:34,23.0
3,2004-02-28 00:01:05,23.0
3,2004-02-28 00:01:36,23.0
3,2004-02-28 00:02:07,23.0
3,2004-02-28 00:02:38,23.0
3,2004-02-28 00:03:09,23.0
3,2004-02-28 00:04:11,23.0
3,2004-02-28 00:04:42,23.0
3,2004-02-28 00:05:13,23.0
3,2004-02-28 00:05:44,23.0
3,2004-02-28 00:06:15,23.0
3,2004-02-28 00:06:46,23.0
3,2004-02-28 00:07:48,23.0
3,2004-02-28 00:08:19,23.0
3,2004-02-28 00:08:50,23.0
3,2004-02-28 00:09:21,23.0
3,2004-02-28 00:09:52,23.0
3,2004-02-28 00:10:23,23.0
3,2004-02-28 00:11:25,23.0
3,2004-02-28 00:11:56,23.0
3,2004-02-28 00:12:27,23.0
3,2004-02-28 00:12:58,23.0
3,2004-02-28 00:13:29,23.0
3,2004-02-28 00:14:00,23.0
3,2004-02-28 00:15:02,23.0
3,2004-02-28 00:15:33,23.0
3,2004-02-28 00:16:04,23.0
3,2004-02-28 00:16:35,23.0
3,2004-02-28 00:17:06,23.0
3,2004-02-28 00:17:37,23.0
3,2004-02-28 00:18:39,23.0
3,2004-02-28 00:19:10,23.0
3,2004-02-28 00:19:41,23.0
3,2004-02-28 00:20:12,23.0
3,2004-02-28 00:20:43,23.0
3,2004-02-28 00:21:14,23.0
3,2004-02-28 00:22:16,23.0
3,2004-02-28 00:22:47,23.0
3,2004-02-28 00:23:18,23.0
3,2004-02-28 00:23:49,23.0
3,2004-02-28 00:24:20,23.0
3,2004-02-28 00:24:51,23.0
3,2004-02-28 00:25:53,23.0
3,2004-02-28 00:26:24,23.0
3,2004-02-28 00:26:55,23.0
3,2004-02-28 00:27:26,23.0
3,2004-02-28 00:27:57,23.0
3,2004-02-28 00:28:28,23.0
3,2004-02-28 00:29:30,23.0
3,2004-02-28 00:30:01,23.0
3,2004-02-28 00:30:32,23.0
3,2004-02-28 00:31:03,23.0
3,2004-02-28 00:31:34,23.0
3,2004-02-28 00:32:05,23.0
3,2004-02-28 00:33:07,23.0
3,2004-02-28 00:33:38,23.0
3,2004-02-28 00:34:09,23.0
3,2004-02-28 00:34:40,23.0
3,2004-02-28 00:35:11,23.0
3,2004-02-28 00:35:42,23.0
3,2004-02-28 00:36:44,23.0
3,2004-02-28 00:37:15,23.0
3,2004-02-28 00:37:46,23.0
3,2004-02-28 00:38:17,23.0
3,2004-02-28 00:38:48,23.0
3,2004-02-28 00:39:19,23.0
3,2004-02-28 00:40:21,23.0
3,2004-02-28 00:40:52,23.0
3,2004-02-28 00:41:23,23.0
3,2004-02-28 00:41:54,23.0
3,2004-02-28 00:42:25,23.0
3,2004-02-28 00:42:56,23.0
3,2004-02-28 00:43:58,23.0
3,2004-02-28 00:44:29,23.0
3,2004-02-28 00:45:00,23.0
3,2004-02-28 00:45:31,23.0
3,2004-02-28 00:46:02,23.0
3,2004-02-28 00:46:33,23.0
3,2004-02-28 00:47:35,23.0
3,2004-02-28 00:48:06,23.0
3,2004-02-28 00:48:37,23.0
3,2004-02-28 00:49:08,23.0
3,2004-02-28 00:49:39,23.0
3,2004-02-28 00:50:10,23.0
3,2004-02-28 00:51:12,23.0
3,2004-02-28 00:51:43,23.0
3,2004-02-28 00:52:14,23.0
3,2004-02-28 00:52:45,23.0
3,2004-02-28 00:53:16,23.0
3,2004-02-28 00:53:47,23.0
3,2004-02-28 00:54:49,23.0
3,2004-02-28 00:55:20,23.0
3,2004-02-28 00:55:51,23.0
3,2004-02-28 00:56:22,23.0
3,2004-02-28 00:56:53,23.0
3,2004-02-28 00:57:24,23.0
3,2004-02-28 00:58:26,23.0
3,2004-02-28 00:58:57,23.0
3,2004-02-28 00:59:28,23.0
3,2004-02-28 00:59:59,23.0
3,2004-02-28 01:00:30,23.0
3,2004-02-28 01:01:01,23.0
3,2004-02-28 01:02:03,23.0
3,2004-02-28 01:02:34,23.0
3,2004-02-28 01:03:05,23.0
3,2004-02-28 01:03:36,23.0
3,2004-02-28 01:04:07,23.0
3,2004-02-28 01:04:38,23.0
3,2004-02-28 01:05:40,23.0
3,2004-02-28 01:06:11,23.0
3,2004-02-28 01:06:42,23.0
3,2004-02-28 01:07:13,23.0
3,2004-02-28 01:07:44,23.0
3,2004-02-28 01:08:15,23.0
3,2004-02-28 01:09:17,23.0
3,2004-02-28 01:09:48,23.0
3,2004-02-28 01:10:19,23.0
3,2004-02-28 01:10:50,23.0
3,2004-02-28 01:11:21,23.0
3,2004-02-28 01:11:52,23.0
3,2004-02-28 01:12:54,23.0
3,2004-02-28 01:13:25,23.0
3,2004-02-28 01:13:56,23.0
3,2004-02-28 01:14:27,23.0
3,2004-02-28 01:14:58,23.0
3,2004-02-28 01:15:29,23.0
3,2004-02-28 01:16:31,23.0
3,2004-02-28 01:17:02,23.0
